DATE	IC4WSA	ICNSA	ICSA
1983-08-27	435750	323600	426000
1983-09-03	434750	328800	411000
1983-09-10	421250	288700	403000
1983-09-17	411250	326900	405000
1983-09-24	408750	324700	416000
1983-10-01	409250	318500	413000
1983-10-08	410000	390500	406000
1983-10-15	407250	319900	394000
1983-10-22	401750	354900	394000
1983-10-29	399500	356400	404000
1983-11-05	396750	398200	395000
1983-11-12	395750	347300	390000
1983-11-19	394000	431900	387000
1983-11-26	392500	362900	398000
1983-12-03	385000	458400	365000
1983-12-10	379500	442900	368000
1983-12-17	373250	414600	362000
1983-12-24	368000	496800	377000
1983-12-31	369750	558900	372000
1984-01-07	366750	621600	356000
1984-01-14	364000	637900	351000
1984-01-21	353000	475100	333000
1984-01-28	351000	448500	364000
1984-02-04	347500	408400	342000
1984-02-11	344250	381500	338000
1984-02-18	344500	349300	334000
1984-02-25	339250	329100	343000
1984-03-03	340500	350500	347000
1984-03-10	342500	344000	346000
1984-03-17	346250	323500	349000
1984-03-24	347000	317600	346000
1984-03-31	345500	291400	341000
1984-04-07	354250	390300	381000
1984-04-14	356250	330800	357000
1984-04-21	360750	326500	364000
1984-04-28	369250	309300	375000
1984-05-05	365250	318900	365000
1984-05-12	368000	312100	368000
1984-05-19	365500	294200	354000
1984-05-26	360250	292700	354000
1984-06-02	357750	268700	355000
1984-06-09	358000	333800	369000
1984-06-16	359750	309900	361000
1984-06-23	361750	316800	362000
1984-06-30	363000	329000	360000
1984-07-07	362250	432500	366000
1984-07-14	362000	435900	360000
1984-07-21	360750	396200	357000
1984-07-28	360500	343800	359000
1984-08-04	364500	348100	382000
1984-08-11	369500	328100	380000
1984-08-18	380500	321000	401000
1984-08-25	389500	303300	395000
1984-09-01	390250	303500	385000
1984-09-08	395750	289300	402000
1984-09-15	393750	320700	393000
1984-09-22	393750	313200	395000
1984-09-29	398000	304700	402000
1984-10-06	398250	373300	403000
1984-10-13	402500	353200	410000
1984-10-20	413500	378700	439000
1984-10-27	419250	380500	425000
1984-11-03	424250	413400	423000
1984-11-10	420000	397500	393000
1984-11-17	406000	370800	383000
1984-11-24	407000	387000	429000
1984-12-01	401500	494700	401000
1984-12-08	399000	477900	383000
1984-12-15	399750	443700	386000
1984-12-22	387250	482300	379000
1984-12-29	381750	527500	379000
1985-01-05	378250	568300	369000
1985-01-12	378500	770000	387000
1985-01-19	373500	537700	359000
1985-01-26	370750	478300	368000
1985-02-02	375000	452400	386000
1985-02-09	378500	473300	401000
1985-02-16	386250	404700	390000
1985-02-23	391750	379000	390000
1985-03-02	388750	377300	374000
1985-03-09	384750	389200	385000
1985-03-16	383750	360500	386000
1985-03-23	379500	346700	373000
1985-03-30	382500	329100	386000
1985-04-06	387500	398000	405000
1985-04-13	393750	397500	411000
1985-04-20	398250	351800	391000
1985-04-27	398250	324700	386000
1985-05-04	394500	335600	390000
1985-05-11	390250	339100	394000
1985-05-18	390250	324900	391000
1985-05-25	392750	328500	396000
1985-06-01	393500	293500	393000
1985-06-08	395750	368900	403000
1985-06-15	395500	339200	390000
1985-06-22	393000	339500	386000
1985-06-29	392250	349800	390000
1985-07-06	390250	409500	395000
1985-07-13	389250	481500	386000
1985-07-20	385250	413700	370000
1985-07-27	378250	358700	362000
1985-08-03	381250	365800	407000
1985-08-10	385250	358200	402000
1985-08-17	392500	319400	399000
1985-08-24	403250	314800	405000
1985-08-31	403750	317600	409000
1985-09-07	409750	304700	426000
1985-09-14	412000	332900	408000
1985-09-21	411000	317600	401000
1985-09-28	408500	301600	399000
1985-10-05	403250	355600	405000
1985-10-12	401250	358000	400000
1985-10-19	401000	331000	400000
1985-10-26	405750	375700	418000
1985-11-02	404000	375300	398000
1985-11-09	403250	404100	397000
1985-11-16	402500	380300	397000
1985-11-23	393500	423100	382000
1985-11-30	392250	384700	393000
1985-12-07	392750	504200	399000
1985-12-14	389000	443400	382000
1985-12-21	386000	458200	370000
1985-12-28	385250	548200	390000
1986-01-04	376000	547500	362000
1986-01-11	379750	803900	397000
1986-01-18	378250	568800	364000
1986-01-25	366750	395700	344000
1986-02-01	367250	425400	364000
1986-02-08	359500	438100	366000
1986-02-15	358000	374200	358000
1986-02-22	369500	382200	390000
1986-03-01	372250	381200	375000
1986-03-08	372250	371700	366000
1986-03-15	378250	361600	382000
1986-03-22	377500	363100	387000
1986-03-29	382750	333300	396000
1986-04-05	386500	366100	381000
1986-04-12	388000	386100	388000
1986-04-19	387000	348700	383000
1986-04-26	385750	335100	391000
1986-05-03	388500	333600	392000
1986-05-10	390250	343800	395000
1986-05-17	390500	319000	384000
1986-05-24	389250	321700	386000
1986-05-31	384500	278700	373000
1986-06-07	379500	342200	375000
1986-06-14	375750	324700	369000
1986-06-21	371000	327400	367000
1986-06-28	370500	336100	371000
1986-07-05	369500	377400	371000
1986-07-12	367500	456200	361000
1986-07-19	364250	402400	354000
1986-07-26	362000	370700	362000
1986-08-02	373250	370900	416000
1986-08-09	387000	376900	416000
1986-08-16	400250	326000	407000
1986-08-23	409000	310200	397000
1986-08-30	405250	307100	401000
1986-09-06	401250	283700	400000
1986-09-13	398000	320800	394000
1986-09-20	398500	315800	399000
1986-09-27	395500	294200	389000
1986-10-04	393250	328900	391000
1986-10-11	391500	357700	387000
1986-10-18	388000	313000	385000
1986-10-25	383250	332400	370000
1986-11-01	376500	334100	364000
1986-11-08	367000	357600	349000
1986-11-15	362750	347400	368000
1986-11-22	362500	410600	369000
1986-11-29	363000	350900	366000
1986-12-06	366500	462700	363000
1986-12-13	368250	438600	375000
1986-12-20	363500	423800	350000
1986-12-27	358250	483900	345000
1987-01-03	348250	483977	323000
1987-01-10	341500	710493	348000
1987-01-17	339250	545768	341000
1987-01-24	339500	412977	346000
1987-01-31	351250	435743	370000
1987-02-07	356250	444240	368000
1987-02-14	355500	359219	338000
1987-02-21	354250	332930	341000
1987-02-28	348750	355357	348000
1987-03-07	341000	343065	337000
1987-03-14	340250	321153	335000
1987-03-21	338750	313104	335000
1987-03-28	333250	288648	326000
1987-04-04	331500	308940	330000
1987-04-11	332250	344364	338000
1987-04-18	335750	305201	349000
1987-04-25	336250	285566	328000
1987-05-02	336250	277726	330000
1987-05-09	330500	276773	315000
1987-05-16	328500	283832	341000
1987-05-23	332250	286150	343000
1987-05-30	331250	242793	326000
1987-06-06	334500	299672	328000
1987-06-13	328250	281043	316000
1987-06-20	322250	285191	319000
1987-06-27	322250	294288	326000
1987-07-04	321750	321855	326000
1987-07-11	322000	402706	317000
1987-07-18	319750	361491	310000
1987-07-25	319250	339756	324000
1987-08-01	324750	309433	348000
1987-08-08	327250	296403	327000
1987-08-15	329500	256647	319000
1987-08-22	326500	245058	312000
1987-08-29	320000	243829	322000
1987-09-05	317250	255589	316000
1987-09-12	311750	210375	297000
1987-09-19	311000	243651	309000
1987-09-26	309750	242206	317000
1987-10-03	306000	244736	301000
1987-10-10	308750	291075	308000
1987-10-17	306750	242157	301000
1987-10-24	302750	271190	301000
1987-10-31	299750	261036	289000
1987-11-07	297000	306340	297000
1987-11-14	298500	286334	307000
1987-11-21	302500	354037	317000
1987-11-28	306750	288614	306000
1987-12-05	312250	412297	319000
1987-12-12	314750	372869	317000
1987-12-19	316250	384763	323000
1987-12-26	318750	397287	316000
1988-01-02	317750	465503	315000
1988-01-09	319750	654620	325000
1988-01-16	329250	577975	361000
1988-01-23	334000	412685	335000
1988-01-30	340750	394776	342000
1988-02-06	339000	380906	318000
1988-02-13	326500	334833	311000
1988-02-20	324500	315497	327000
1988-02-27	318750	324517	319000
1988-03-05	316000	312409	307000
1988-03-12	314250	294321	304000
1988-03-19	309250	275545	307000
1988-03-26	305500	269000	304000
1988-04-02	306000	256607	309000
1988-04-09	308250	319713	313000
1988-04-16	310000	273160	314000
1988-04-23	312000	272440	312000
1988-04-30	313000	247619	313000
1988-05-07	312000	267315	309000
1988-05-14	312000	257101	314000
1988-05-21	313750	259640	319000
1988-05-28	313750	255852	313000
1988-06-04	314000	235308	310000
1988-06-11	311750	268052	305000
1988-06-18	309750	264100	311000
1988-06-25	308250	268770	307000
1988-07-02	307000	290079	305000
1988-07-09	306500	335780	303000
1988-07-16	307500	377872	315000
1988-07-23	319250	384920	354000
1988-07-30	325750	311475	331000
1988-08-06	329000	293718	316000
1988-08-13	328250	261066	312000
1988-08-20	318750	253359	316000
1988-08-27	314750	241809	315000
1988-09-03	312250	243944	306000
1988-09-10	310500	220226	305000
1988-09-17	308000	247250	306000
1988-09-24	304500	236230	301000
1988-10-01	301000	226453	292000
1988-10-08	297750	276732	292000
1988-10-15	294500	237722	293000
1988-10-22	290750	264201	286000
1988-10-29	291250	265794	294000
1988-11-05	289500	293412	285000
1988-11-12	287250	257201	284000
1988-11-19	289250	335818	294000
1988-11-26	290500	281841	299000
1988-12-03	293750	391406	298000
1988-12-10	294000	354028	285000
1988-12-17	293750	354768	293000
1988-12-24	290500	413175	286000
1988-12-31	292000	474226	304000
1989-01-07	295500	544138	299000
1989-01-14	293000	519727	283000
1989-01-21	292000	364499	282000
1989-01-28	289750	361331	295000
1989-02-04	287000	340647	288000
1989-02-11	296750	365301	322000
1989-02-18	302500	317676	305000
1989-02-25	303750	288690	300000
1989-03-04	313000	333669	325000
1989-03-11	313750	325019	325000
1989-03-18	317250	291112	319000
1989-03-25	322000	276369	319000
1989-04-01	321500	275799	323000
1989-04-08	318750	321723	314000
1989-04-15	315750	275240	307000
1989-04-22	312000	271002	304000
1989-04-29	309000	247646	311000
1989-05-06	310500	275425	320000
1989-05-13	316750	275507	332000
1989-05-20	321000	260543	321000
1989-05-27	324500	266146	325000
1989-06-03	325750	243246	325000
1989-06-10	325750	295499	332000
1989-06-17	329750	285589	337000
1989-06-24	333000	295338	338000
1989-07-01	339000	319577	349000
1989-07-08	341250	364594	341000
1989-07-15	344250	423847	349000
1989-07-22	342750	365026	332000
1989-07-29	339750	320773	337000
1989-08-05	339000	311584	338000
1989-08-12	337000	291429	341000
1989-08-19	335750	261419	327000
1989-08-26	334500	254488	332000
1989-09-02	332250	259540	329000
1989-09-09	331000	239989	336000
1989-09-16	332750	271903	334000
1989-09-23	333250	262895	334000
1989-09-30	337750	265310	347000
1989-10-07	355500	375972	407000
1989-10-14	358250	284584	345000
1989-10-21	361500	315473	347000
1989-10-28	363250	317538	354000
1989-11-04	344750	336759	333000
1989-11-11	342500	303556	336000
1989-11-18	339750	377814	336000
1989-11-25	336750	316458	342000
1989-12-02	339500	443684	344000
1989-12-09	340000	426514	338000
1989-12-16	344750	420795	355000
1989-12-23	354500	534261	381000
1989-12-30	358000	515926	358000
1990-01-06	362250	581679	355000
1990-01-13	365750	730995	369000
1990-01-20	364250	485424	375000
1990-01-27	361000	440748	345000
1990-02-03	364250	432922	368000
1990-02-10	363750	429764	367000
1990-02-17	357000	364616	348000
1990-02-24	358250	341969	350000
1990-03-03	354000	361937	351000
1990-03-10	349500	355935	349000
1990-03-17	349750	325164	349000
1990-03-24	345000	306391	331000
1990-03-31	343750	297117	346000
1990-04-07	348250	372079	367000
1990-04-14	350250	315624	357000
1990-04-21	357500	324936	360000
1990-04-28	361750	294785	363000
1990-05-05	358500	304160	354000
1990-05-12	358000	299266	355000
1990-05-19	356250	287082	353000
1990-05-26	355250	295476	359000
1990-06-02	358750	273910	368000
1990-06-09	359750	321727	359000
1990-06-16	361250	305690	359000
1990-06-23	362000	316999	362000
1990-06-30	361000	326407	364000
1990-07-07	361750	419256	362000
1990-07-14	363750	448952	367000
1990-07-21	365750	407676	370000
1990-07-28	367000	353149	369000
1990-08-04	368750	336997	369000
1990-08-11	372250	330678	381000
1990-08-18	378000	313804	393000
1990-08-25	384250	302267	394000
1990-09-01	390000	305510	392000
1990-09-08	392250	277768	390000
1990-09-15	392750	323246	395000
1990-09-22	391500	306549	389000
1990-09-29	394500	308080	404000
1990-10-06	398000	361538	404000
1990-10-13	404750	356203	422000
1990-10-20	416250	387444	435000
1990-10-27	425250	394598	440000
1990-11-03	431750	424771	430000
1990-11-10	438250	463874	448000
1990-11-17	441250	433003	447000
1990-11-24	446750	422676	462000
1990-12-01	452000	568583	451000
1990-12-08	452250	574323	449000
1990-12-15	452250	523403	447000
1990-12-22	455250	637449	474000
1990-12-29	456000	649471	454000
1991-01-05	447500	651775	415000
1991-01-12	445000	872742	437000
1991-01-19	437750	691092	445000
1991-01-26	439750	511360	462000
1991-02-02	456750	563060	483000
1991-02-09	467500	574760	480000
1991-02-16	474750	498200	474000
1991-02-23	484000	492325	499000
1991-03-02	485250	504023	488000
1991-03-09	490000	514410	499000
1991-03-16	496000	470801	498000
1991-03-23	498500	477877	509000
1991-03-30	501250	412904	499000
1991-04-06	489500	448082	452000
1991-04-13	484250	459364	477000
1991-04-20	476500	433912	478000
1991-04-27	467250	385153	462000
1991-05-04	467000	384458	451000
1991-05-11	459250	382113	446000
1991-05-18	451750	366492	448000
1991-05-25	447000	365117	443000
1991-06-01	442250	320632	432000
1991-06-08	441000	397682	441000
1991-06-15	436250	369074	429000
1991-06-22	431250	371232	423000
1991-06-29	427750	370372	418000
1991-07-06	423000	427161	422000
1991-07-13	420750	517888	420000
1991-07-20	417000	454655	408000
1991-07-27	418250	408098	423000
1991-08-03	422250	397522	438000
1991-08-10	426500	385740	437000
1991-08-17	432750	344969	433000
1991-08-24	433250	329287	425000
1991-08-31	430000	328040	425000
1991-09-07	426750	302187	424000
1991-09-14	423000	342419	418000
1991-09-21	421500	333110	419000
1991-09-28	424500	334206	437000
1991-10-05	424500	366862	424000
1991-10-12	426250	388370	425000
1991-10-19	426250	344189	419000
1991-10-26	422750	380253	423000
1991-11-02	428500	427789	447000
1991-11-09	435500	473432	453000
1991-11-16	440500	417766	439000
1991-11-23	445750	503032	444000
1991-11-30	445000	433180	444000
1991-12-07	450500	610113	475000
1991-12-14	459500	554059	475000
1991-12-21	457500	555747	436000
1991-12-28	456750	625772	441000
1992-01-04	446000	652046	432000
1992-01-11	437250	882118	440000
1992-01-18	439000	687914	443000
1992-01-25	439000	504838	441000
1992-02-01	441000	508594	440000
1992-02-08	442250	537238	445000
1992-02-15	443000	469794	446000
1992-02-22	441750	429723	436000
1992-02-29	442750	454987	444000
1992-03-07	436750	434426	421000
1992-03-14	434500	417282	437000
1992-03-21	435500	413180	440000
1992-03-28	429500	370883	420000
1992-04-04	427250	393384	412000
1992-04-11	421250	412948	413000
1992-04-18	417250	366621	424000
1992-04-25	418250	364454	424000
1992-05-02	423000	363794	431000
1992-05-09	424000	364100	417000
1992-05-16	421500	341425	414000
1992-05-23	419000	343432	414000
1992-05-30	414000	305080	411000
1992-06-06	413750	374978	416000
1992-06-13	415250	369067	420000
1992-06-20	416500	369995	419000
1992-06-27	418750	370373	420000
1992-07-04	416500	395505	407000
1992-07-11	413500	506050	408000
1992-07-18	406750	452468	392000
1992-07-25	442750	554590	564000
1992-08-01	446750	382138	423000
1992-08-08	446250	366092	406000
1992-08-15	448500	322729	401000
1992-08-22	407000	312436	398000
1992-08-29	403250	309806	408000
1992-09-05	405750	339006	416000
1992-09-12	409500	299189	416000
1992-09-19	416750	345093	427000
1992-09-26	417000	315455	409000
1992-10-03	412500	326938	398000
1992-10-10	402000	353504	374000
1992-10-17	391500	310235	385000
1992-10-24	381000	333005	367000
1992-10-31	372750	331922	365000
1992-11-07	372750	392213	374000
1992-11-14	370750	348011	377000
1992-11-21	368250	401972	357000
1992-11-28	362250	317218	341000
1992-12-05	356250	449726	350000
1992-12-12	351750	424677	359000
1992-12-19	346000	396619	334000
1992-12-26	339000	392612	313000
1993-01-02	336750	487466	341000
1993-01-09	335500	704930	354000
1993-01-16	340000	558516	352000
1993-01-23	347000	410944	341000
1993-01-30	346750	397000	340000
1993-02-06	338000	384707	319000
1993-02-13	330250	344520	321000
1993-02-20	332750	345116	351000
1993-02-27	338250	367412	362000
1993-03-06	347000	364185	354000
1993-03-13	353250	335154	346000
1993-03-20	350000	315473	338000
1993-03-27	351000	330512	366000
1993-04-03	353750	331871	365000
1993-04-10	355500	346648	353000
1993-04-17	358750	321564	351000
1993-04-24	354750	310916	350000
1993-05-01	349250	285098	343000
1993-05-08	345750	301906	339000
1993-05-15	344250	287944	345000
1993-05-22	342250	285444	342000
1993-05-29	343750	291206	349000
1993-06-05	344750	273411	343000
1993-06-12	344250	308535	343000
1993-06-19	345000	304843	345000
1993-06-26	342750	301549	340000
1993-07-03	340500	334335	334000
1993-07-10	333250	362425	314000
1993-07-17	330750	402348	335000
1993-07-24	349500	418260	415000
1993-07-31	355000	320155	356000
1993-08-07	363000	314579	346000
1993-08-14	364000	277263	339000
1993-08-21	345750	270913	342000
1993-08-28	341000	254231	337000
1993-09-04	338000	270528	334000
1993-09-11	336500	238902	333000
1993-09-18	337500	280903	346000
1993-09-25	339000	265510	343000
1993-10-02	338750	263636	333000
1993-10-09	344250	338726	355000
1993-10-16	347500	288699	359000
1993-10-23	350250	321509	354000
1993-10-30	354000	309359	348000
1993-11-06	352750	365280	350000
1993-11-13	348250	310455	341000
1993-11-20	343750	377935	336000
1993-11-27	341000	306788	337000
1993-12-04	337750	431210	337000
1993-12-11	336000	398560	334000
1993-12-18	334750	382583	331000
1993-12-25	323000	398084	290000
1994-01-01	324000	481735	341000
1994-01-08	326250	676076	343000
1994-01-15	332250	571816	355000
1994-01-22	347500	427570	351000
1994-01-29	363750	481458	406000
1994-02-05	368250	429800	361000
1994-02-12	368000	385594	354000
1994-02-19	368250	368626	352000
1994-02-26	348500	307194	327000
1994-03-05	345250	355250	348000
1994-03-12	342000	331023	341000
1994-03-19	337000	308038	332000
1994-03-26	335750	292661	322000
1994-04-02	334250	289631	342000
1994-04-09	336250	361348	349000
1994-04-16	341750	327166	354000
1994-04-23	344000	298620	331000
1994-04-30	344500	285837	344000
1994-05-07	350000	332414	371000
1994-05-14	351500	303190	360000
1994-05-21	358000	299324	357000
1994-05-28	359000	291797	348000
1994-06-04	352500	273849	345000
1994-06-11	347000	309033	338000
1994-06-18	341750	298198	336000
1994-06-25	340000	305863	341000
1994-07-02	337250	327262	334000
1994-07-09	338000	394428	341000
1994-07-16	343750	443698	359000
1994-07-23	344750	354495	345000
1994-07-30	344250	295979	332000
1994-08-06	343500	304363	338000
1994-08-13	337500	277614	335000
1994-08-20	334000	262131	331000
1994-08-27	336250	257299	341000
1994-09-03	336500	270561	339000
1994-09-10	335500	237526	331000
1994-09-17	334250	264553	326000
1994-09-24	330250	251191	325000
1994-10-01	328000	255588	330000
1994-10-08	330500	322522	341000
1994-10-15	332750	272742	335000
1994-10-22	334000	296646	330000
1994-10-29	334250	291557	331000
1994-11-05	331000	338561	328000
1994-11-12	329500	298030	329000
1994-11-19	328500	366719	326000
1994-11-26	328000	295729	329000
1994-12-03	327000	412824	324000
1994-12-10	327000	397238	329000
1994-12-17	328000	376210	330000
1994-12-24	324250	423387	314000
1994-12-31	323000	482735	319000
1995-01-07	325250	612648	338000
1995-01-14	329500	608872	347000
1995-01-21	332250	400772	325000
1995-01-28	333500	396457	324000
1995-02-04	330000	381813	324000
1995-02-11	330250	387408	348000
1995-02-18	334750	356237	343000
1995-02-25	337750	316927	336000
1995-03-04	341500	342015	339000
1995-03-11	341250	339580	347000
1995-03-18	341250	319218	343000
1995-03-25	340250	305471	332000
1995-04-01	339250	294031	335000
1995-04-08	339250	356914	347000
1995-04-15	342250	318030	355000
1995-04-22	346500	317072	349000
1995-04-29	354000	305594	365000
1995-05-06	358250	325398	364000
1995-05-13	361000	311646	366000
1995-05-20	368000	316305	377000
1995-05-27	370250	314442	374000
1995-06-03	369750	286566	362000
1995-06-10	370000	340606	367000
1995-06-17	370250	337812	378000
1995-06-24	366250	324411	358000
1995-07-01	364500	341207	355000
1995-07-08	365750	428632	372000
1995-07-15	368500	491891	389000
1995-07-22	376500	409319	390000
1995-07-29	375500	311708	351000
1995-08-05	370250	310703	351000
1995-08-12	361250	296712	353000
1995-08-19	354250	286017	362000
1995-08-26	356250	272182	359000
1995-09-02	357250	278703	355000
1995-09-09	361750	266145	371000
1995-09-16	365250	304323	376000
1995-09-23	363750	272431	353000
1995-09-30	363750	269067	355000
1995-10-07	364500	345311	374000
1995-10-14	362750	306465	369000
1995-10-21	366000	322856	366000
1995-10-28	371500	332061	377000
1995-11-04	373000	383687	380000
1995-11-11	373250	335181	370000
1995-11-18	376500	425889	379000
1995-11-25	377000	336269	379000
1995-12-02	375250	474548	373000
1995-12-09	369250	421109	346000
1995-12-16	367750	423450	373000
1995-12-23	366500	490349	374000
1995-12-30	363000	513686	359000
1996-01-06	366750	596010	361000
1996-01-13	356750	637910	333000
1996-01-20	367000	510820	415000
1996-01-27	374000	492966	387000
1996-02-03	377250	433693	374000
1996-02-10	390750	440961	387000
1996-02-17	382750	395332	383000
1996-02-24	377250	347053	365000
1996-03-02	375750	368044	368000
1996-03-09	369250	355818	361000
1996-03-16	369500	357070	384000
1996-03-23	384750	396731	426000
1996-03-30	391000	342023	393000
1996-04-06	393000	353032	369000
1996-04-13	386250	343654	357000
1996-04-20	371750	336033	368000
1996-04-27	359250	291957	343000
1996-05-04	351500	298195	338000
1996-05-11	350250	303532	352000
1996-05-18	344500	287891	345000
1996-05-25	344500	287622	343000
1996-06-01	345000	266116	340000
1996-06-08	344750	329099	351000
1996-06-15	344000	307141	342000
1996-06-22	343500	312226	341000
1996-06-29	342750	315615	337000
1996-07-06	340500	382989	342000
1996-07-13	341750	449510	347000
1996-07-20	339500	360385	332000
1996-07-27	337000	294762	327000
1996-08-03	333000	283216	326000
1996-08-10	329000	285795	331000
1996-08-17	330000	265742	336000
1996-08-24	332500	259677	337000
1996-08-31	333250	251425	329000
1996-09-07	333750	238893	333000
1996-09-14	334250	272464	338000
1996-09-21	338000	273232	352000
1996-09-28	342750	261251	348000
1996-10-05	343250	292029	335000
1996-10-12	342250	306521	334000
1996-10-19	338000	271934	335000
1996-10-26	339000	311965	352000
1996-11-02	338750	320827	334000
1996-11-09	337000	340240	327000
1996-11-16	338750	330730	342000
1996-11-23	337500	383512	347000
1996-11-30	337000	328186	332000
1996-12-07	344000	444305	355000
1996-12-14	346500	404436	352000
1996-12-21	347250	429566	350000
1996-12-28	353500	520650	357000
1997-01-04	351500	541210	347000
1997-01-11	344500	654473	324000
1997-01-18	343250	513913	345000
1997-01-25	339000	385310	340000
1997-02-01	335500	380099	333000
1997-02-08	333250	370766	315000
1997-02-15	325250	320374	313000
1997-02-22	320750	309202	322000
1997-03-01	317750	317339	321000
1997-03-08	318250	314787	317000
1997-03-15	319750	296698	319000
1997-03-22	318000	291463	315000
1997-03-29	319000	268823	325000
1997-04-05	321000	311186	325000
1997-04-12	323750	329663	330000
1997-04-19	324000	286593	316000
1997-04-26	327000	295166	337000
1997-05-03	331250	295629	342000
1997-05-10	328250	278052	318000
1997-05-17	329750	267251	322000
1997-05-24	324500	264697	316000
1997-05-31	319250	248167	321000
1997-06-07	322000	309928	329000
1997-06-14	325250	302577	335000
1997-06-21	325250	290720	316000
1997-06-28	325500	298299	322000
1997-07-05	329750	372574	346000
1997-07-12	328000	434598	328000
1997-07-19	324250	339250	301000
1997-07-26	320250	281794	306000
1997-08-02	313750	273471	320000
1997-08-09	314000	289083	329000
1997-08-16	324500	272910	343000
1997-08-23	329750	255236	327000
1997-08-30	332750	250205	332000
1997-09-06	328750	224948	313000
1997-09-13	321500	253456	314000
1997-09-20	319000	246061	317000
1997-09-27	315250	237214	317000
1997-10-04	314750	260705	311000
1997-10-11	312500	286436	305000
1997-10-18	312750	255634	318000
1997-10-25	310000	272593	306000
1997-11-01	310500	293086	313000
1997-11-08	311250	322842	308000
1997-11-15	313000	311499	325000
1997-11-22	313750	341845	309000
1997-11-29	315000	309788	318000
1997-12-06	317250	402699	317000
1997-12-13	316750	374107	323000
1997-12-20	317000	368823	310000
1997-12-27	313250	445345	303000
1998-01-03	312000	479854	312000
1998-01-10	314000	682016	331000
1998-01-17	321750	512837	341000
1998-01-24	322750	355092	307000
1998-01-31	323500	357976	315000
1998-02-07	318500	368113	311000
1998-02-14	313500	328354	321000
1998-02-21	318500	313367	327000
1998-02-28	319000	313480	317000
1998-03-07	318250	305542	308000
1998-03-14	317750	298302	319000
1998-03-21	316250	293692	321000
1998-03-28	315000	272808	312000
1998-04-04	316000	288484	312000
1998-04-11	312250	294014	304000
1998-04-18	311250	288059	317000
1998-04-25	311000	278220	311000
1998-05-02	309000	261089	304000
1998-05-09	309500	270108	306000
1998-05-16	309000	262107	315000
1998-05-23	308500	259125	309000
1998-05-30	313000	248550	322000
1998-06-06	313000	289495	306000
1998-06-13	314500	293195	321000
1998-06-20	324500	322017	349000
1998-06-27	338000	348842	376000
1998-07-04	352000	379734	362000
1998-07-11	351750	428977	320000
1998-07-18	343250	364767	315000
1998-07-25	333000	314782	335000
1998-08-01	324250	277621	327000
1998-08-08	323250	279621	316000
1998-08-15	321500	246823	308000
1998-08-22	313250	237999	302000
1998-08-29	309000	233516	310000
1998-09-05	308250	255938	313000
1998-09-12	307250	217454	304000
1998-09-19	308000	237609	305000
1998-09-26	304000	220668	294000
1998-10-03	301250	246284	302000
1998-10-10	304250	300862	316000
1998-10-17	307500	257172	318000
1998-10-24	311250	275574	309000
1998-10-31	312750	281932	308000
1998-11-07	312750	332611	316000
1998-11-14	316750	315504	334000
1998-11-21	315500	338501	304000
1998-11-28	316000	295041	310000
1998-12-05	318500	421605	326000
1998-12-12	311250	355872	305000
1998-12-19	309500	344452	297000
1998-12-26	316000	442200	336000
1999-01-02	317250	508983	331000
1999-01-09	327250	713805	345000
1999-01-16	337750	514082	339000
1999-01-23	331500	364737	311000
1999-01-30	325000	349733	305000
1999-02-06	311500	344947	291000
1999-02-13	304750	320679	312000
1999-02-20	302500	286130	302000
1999-02-27	301500	297918	301000
1999-03-06	303750	297325	300000
1999-03-13	302750	289813	308000
1999-03-20	303500	275453	305000
1999-03-27	302750	260817	298000
1999-04-03	305250	263516	310000
1999-04-10	308000	327621	319000
1999-04-17	310250	286018	314000
1999-04-24	308500	263835	291000
1999-05-01	305000	252190	296000
1999-05-08	302750	274268	310000
1999-05-15	299500	251063	301000
1999-05-22	301250	250360	298000
1999-05-29	303000	260517	303000
1999-06-05	301250	256922	303000
1999-06-12	298500	267582	290000
1999-06-19	297000	267825	292000
1999-06-26	294000	269755	291000
1999-07-03	290000	303758	287000
1999-07-10	289500	364078	288000
1999-07-17	293750	369123	309000
1999-07-24	297500	293348	306000
1999-07-31	300750	254195	300000
1999-08-07	302500	259805	295000
1999-08-14	298250	236658	292000
1999-08-21	293250	226061	286000
1999-08-28	290750	219278	290000
1999-09-04	289500	235849	290000
1999-09-11	286750	204302	281000
1999-09-18	285500	219070	281000
1999-09-25	289500	232486	306000
1999-10-02	294250	246445	309000
1999-10-09	296750	278925	291000
1999-10-16	298250	234580	287000
1999-10-23	291750	250864	280000
1999-10-30	285750	257767	285000
1999-11-06	283500	297136	282000
1999-11-13	282000	262607	281000
1999-11-20	281000	309248	276000
1999-11-27	281750	268255	288000
1999-12-04	283000	378735	287000
1999-12-11	280750	318175	272000
1999-12-18	283500	329649	287000
1999-12-25	278500	377695	268000
2000-01-01	278250	439912	286000
2000-01-08	284750	606897	298000
2000-01-15	285250	442494	289000
2000-01-22	289250	328841	284000
2000-01-29	289000	332740	285000
2000-02-05	292500	365245	312000
2000-02-12	295250	311897	300000
2000-02-19	295000	281256	283000
2000-02-26	293750	258962	280000
2000-03-04	287250	283024	286000
2000-03-11	279750	255109	270000
2000-03-18	276750	242139	271000
2000-03-25	274750	239835	272000
2000-04-01	269750	229520	266000
2000-04-08	269250	274130	268000
2000-04-15	266250	237218	259000
2000-04-22	266750	240266	274000
2000-04-29	273000	249458	291000
2000-05-06	279250	259546	293000
2000-05-13	283500	231706	276000
