DATE	IC4WSA	ICNSA	ICSA
2000-05-20	285000	234599	280000
2000-05-27	282250	239836	280000
2000-06-03	281500	242991	290000
2000-06-10	283500	267752	284000
2000-06-17	287000	265617	294000
2000-06-24	291000	273344	296000
2000-07-01	288750	280979	281000
2000-07-08	291000	363793	293000
2000-07-15	293250	377982	303000
2000-07-22	294250	296255	300000
2000-07-29	298500	253466	298000
2000-08-05	301750	266151	306000
2000-08-12	304750	261358	315000
2000-08-19	309250	251844	318000
2000-08-26	312750	239030	312000
2000-09-02	311500	242375	301000
2000-09-09	310000	229954	309000
2000-09-16	308250	245991	311000
2000-09-23	302250	222219	288000
2000-09-30	300000	227249	292000
2000-10-07	300000	292784	309000
2000-10-14	297000	255082	299000
2000-10-21	298750	263445	295000
2000-10-28	301000	269489	301000
2000-11-04	306500	342414	331000
2000-11-11	311250	294727	318000
2000-11-18	320500	374160	332000
2000-11-25	334250	321859	356000
2000-12-02	336000	447262	338000
2000-12-09	336750	390088	321000
2000-12-16	342250	402476	354000
2000-12-23	344250	481720	364000
2000-12-30	348000	568973	353000
2001-01-06	352000	558768	337000
2001-01-13	343000	599562	318000
2001-01-20	337750	398188	343000
2001-01-27	340000	447386	362000
2001-02-03	349750	424696	376000
2001-02-10	361500	396151	365000
2001-02-17	365250	345841	358000
2001-02-24	371250	357591	386000
2001-03-03	373250	379286	384000
2001-03-10	380250	377210	393000
2001-03-17	389000	351497	393000
2001-03-24	387000	334747	378000
2001-03-31	388000	328576	388000
2001-04-07	389250	397282	398000
2001-04-14	386750	346981	383000
2001-04-21	392250	369745	400000
2001-04-28	396750	353831	406000
2001-05-05	392500	336319	381000
2001-05-12	394250	331765	390000
2001-05-19	394750	338374	402000
2001-05-26	394500	346231	405000
2001-06-02	400750	335765	406000
2001-06-09	406000	397015	411000
2001-06-16	404000	354526	394000
2001-06-23	398000	351770	381000
2001-06-30	395000	375885	394000
2001-07-07	392500	526826	401000
2001-07-14	395250	524139	405000
2001-07-21	399500	406038	398000
2001-07-28	398000	332957	388000
2001-08-04	398000	341660	401000
2001-08-11	395250	333042	394000
2001-08-18	396250	317046	402000
2001-08-25	398000	307850	395000
2001-09-01	398250	319016	402000
2001-09-08	401750	309567	408000
2001-09-15	400000	317245	395000
2001-09-22	414500	353611	453000
2001-09-29	443250	400400	517000
2001-10-06	460250	441754	476000
2001-10-13	482000	426881	482000
2001-10-20	489250	429542	482000
2001-10-27	480750	436901	483000
2001-11-03	471750	443971	440000
2001-11-10	458250	456366	428000
2001-11-17	445500	420259	431000
2001-11-24	447500	438893	491000
2001-12-01	453750	605916	465000
2001-12-08	445000	491836	393000
2001-12-15	434500	440906	389000
2001-12-22	415750	529570	416000
2001-12-29	404750	647045	421000
2002-01-05	405750	637343	397000
2002-01-12	413000	799246	418000
2002-01-19	410250	558297	405000
2002-01-26	408500	431690	414000
2002-02-02	410250	445552	404000
2002-02-09	405000	438611	397000
2002-02-16	403000	376573	397000
2002-02-23	399000	367504	398000
2002-03-02	396000	385272	392000
2002-03-09	396500	386992	399000
2002-03-16	395250	352045	392000
2002-03-23	399500	366372	415000
2002-03-30	421250	386296	479000
2002-04-06	432750	432384	445000
2002-04-13	445250	428834	442000
2002-04-20	445500	385151	416000
2002-04-27	429250	367350	414000
2002-05-04	420250	362681	409000
2002-05-11	413000	358286	413000
2002-05-18	411750	348887	411000
2002-05-25	409000	346439	403000
2002-06-01	401250	309183	378000
2002-06-08	395000	378613	388000
2002-06-15	391250	356096	396000
2002-06-22	387500	358959	388000
2002-06-29	389500	358658	386000
2002-07-06	390250	456716	391000
2002-07-13	387250	506718	384000
2002-07-20	385000	394586	379000
2002-07-27	386000	338441	390000
2002-08-03	385250	326356	388000
2002-08-10	386500	332673	389000
2002-08-17	391500	313869	399000
2002-08-24	393500	314852	398000
2002-08-31	395000	310864	394000
2002-09-07	401750	318361	416000
2002-09-14	405000	337577	412000
2002-09-21	405750	317264	401000
2002-09-28	409500	319063	409000
2002-10-05	406500	365613	404000
2002-10-12	404750	385689	405000
2002-10-19	407500	349927	412000
2002-10-26	407500	375591	409000
2002-11-02	407750	397346	405000
2002-11-09	406500	427078	400000
2002-11-16	400750	372829	389000
2002-11-23	396000	436549	390000
2002-11-30	389000	385788	377000
2002-12-07	395250	547430	425000
2002-12-14	405250	486258	429000
2002-12-21	406250	483449	394000
2002-12-28	414250	620929	409000
2003-01-04	406250	620004	393000
2003-01-11	393500	724111	378000
2003-01-18	395500	542563	402000
2003-01-25	395000	434888	407000
2003-02-01	400000	449286	413000
2003-02-08	403000	439520	390000
2003-02-15	407500	398291	420000
2003-02-22	411000	387536	421000
2003-03-01	416750	429782	436000
2003-03-08	425250	414568	424000
2003-03-15	427750	389909	430000
2003-03-22	425250	361492	411000
2003-03-29	425250	371692	436000
2003-04-05	423500	394160	417000
2003-04-12	424500	434911	434000
2003-04-19	434250	399180	450000
2003-04-26	436250	401342	444000
2003-05-03	439000	377383	428000
2003-05-10	434750	364287	417000
2003-05-17	428500	362276	425000
2003-05-24	422250	359500	419000
2003-05-31	423000	351890	431000
2003-06-07	426000	421190	429000
2003-06-14	425000	383371	421000
2003-06-21	422250	376560	408000
2003-06-28	421750	394214	429000
2003-07-05	422750	483401	433000
2003-07-12	420500	552621	412000
2003-07-19	419250	429381	403000
2003-07-26	411500	348382	398000
2003-08-02	403500	333770	401000
2003-08-09	401500	348207	404000
2003-08-16	400250	312087	398000
2003-08-23	398500	313058	391000
2003-08-30	400000	319362	407000
2003-09-06	404500	322501	422000
2003-09-13	403500	328414	394000
2003-09-20	400500	301217	379000
2003-09-27	395500	304968	387000
2003-10-04	386500	337880	386000
2003-10-11	382000	368876	376000
2003-10-18	384000	328572	387000
2003-10-25	382000	352117	379000
2003-11-01	376250	345573	363000
2003-11-08	375000	397387	371000
2003-11-15	370750	347719	370000
2003-11-22	364500	397990	354000
2003-11-29	363000	357811	357000
2003-12-06	362000	486202	367000
2003-12-13	360250	412627	363000
2003-12-20	360250	424192	354000
2003-12-27	358250	516493	349000
2004-01-03	355500	552815	356000
2004-01-10	353250	677897	354000
2004-01-17	355250	490763	362000
2004-01-24	356250	382262	353000
2004-01-31	361250	406298	376000
2004-02-07	367750	433234	380000
2004-02-14	366250	341634	356000
2004-02-21	367750	328171	359000
2004-02-28	360750	342140	348000
2004-03-06	351750	339007	344000
2004-03-13	347250	312067	338000
2004-03-20	344000	304462	346000
2004-03-27	342000	296776	340000
2004-04-03	339750	304249	335000
2004-04-10	344000	350739	355000
2004-04-17	348500	334965	364000
2004-04-24	348250	313686	339000
2004-05-01	345500	283236	324000
2004-05-08	339000	292754	329000
2004-05-15	335250	297061	349000
2004-05-22	336000	293974	342000
2004-05-29	339250	304067	337000
2004-06-05	345750	308229	355000
2004-06-12	343250	313930	339000
2004-06-19	346250	322481	354000
2004-06-26	349000	318746	348000
2004-07-03	341750	349920	326000
2004-07-10	343250	444531	345000
2004-07-17	343500	394372	355000
2004-07-24	343500	313225	348000
2004-07-31	347250	282128	341000
2004-08-07	345000	291611	336000
2004-08-14	339250	262936	332000
2004-08-21	338000	274433	343000
2004-08-28	340750	276308	352000
2004-09-04	338250	274930	326000
2004-09-11	338000	250568	331000
2004-09-18	337500	275846	341000
2004-09-25	337250	282729	351000
2004-10-02	339500	279591	335000
2004-10-09	341250	338711	338000
2004-10-16	337750	279846	327000
2004-10-23	334500	317573	338000
2004-10-30	333750	305546	332000
2004-11-06	331750	351404	330000
2004-11-13	334250	311901	337000
2004-11-20	328000	355954	313000
2004-11-27	328750	320690	335000
2004-12-04	332000	473570	343000
2004-12-11	326750	370604	316000
2004-12-18	329000	374749	322000
2004-12-25	325250	446699	320000
2005-01-01	328500	540927	356000
2005-01-08	341750	693776	369000
2005-01-15	344250	467862	332000
2005-01-22	346500	360583	329000
2005-01-29	340250	364704	331000
2005-02-05	324750	347391	307000
2005-02-12	318750	309290	308000
2005-02-19	316000	303814	318000
2005-02-26	311750	290776	314000
2005-03-05	318250	332067	333000
2005-03-12	322250	307061	324000
2005-03-19	325000	290719	329000
2005-03-26	332000	291378	342000
2005-04-02	332500	294994	335000
2005-04-09	332250	339709	323000
2005-04-16	326750	285657	307000
2005-04-23	320500	299891	317000
2005-04-30	320250	290824	334000
2005-05-07	321250	297347	327000
2005-05-14	324750	275524	321000
2005-05-21	325500	276761	320000
2005-05-28	327000	304306	340000
2005-06-04	329750	289914	338000
2005-06-11	332750	315938	333000
2005-06-18	333000	289831	321000
2005-06-25	325750	286681	311000
2005-07-02	323000	327268	327000
2005-07-09	324250	427323	338000
2005-07-16	324750	374665	323000
2005-07-23	326500	295026	318000
2005-07-30	323750	261906	316000
2005-08-06	317000	269746	311000
2005-08-13	316000	257151	319000
2005-08-20	315250	252016	315000
2005-08-27	315750	251642	318000
2005-09-03	319500	271613	326000
2005-09-10	345250	322387	422000
2005-09-17	372500	346204	424000
2005-09-24	382750	292435	359000
2005-10-01	397250	313847	384000
2005-10-08	387500	380093	383000
2005-10-15	368500	303158	348000
2005-10-22	359750	304733	324000
2005-10-29	344250	294376	322000
2005-11-05	329750	340491	325000
2005-11-12	320000	283564	309000
2005-11-19	320000	368859	324000
2005-11-26	317250	290730	311000
2005-12-03	316250	444600	321000
2005-12-10	320750	391961	327000
2005-12-17	317750	359108	312000
2005-12-24	320000	433397	320000
2005-12-31	315250	475889	302000
2006-01-07	315000	555114	326000
2006-01-14	308250	439873	285000
2006-01-21	300750	317926	290000
2006-01-28	295750	318805	282000
2006-02-04	286500	321527	289000
2006-02-11	289750	310078	298000
2006-02-18	288000	269571	283000
2006-02-25	290750	272478	293000
2006-03-04	294000	301867	302000
2006-03-11	296250	294764	307000
2006-03-18	301250	269237	303000
2006-03-25	301750	265370	295000
2006-04-01	299000	253985	291000
2006-04-08	297000	314696	299000
2006-04-15	296000	268472	299000
2006-04-22	299250	291349	308000
2006-04-29	306750	279715	321000
2006-05-06	318750	317239	347000
2006-05-13	327750	288972	335000
2006-05-20	330500	277168	319000
2006-05-27	332750	292714	330000
2006-06-03	322750	260263	307000
2006-06-10	313500	285892	298000
2006-06-17	310750	277441	308000
2006-06-24	305500	287503	309000
2006-07-01	307750	304638	316000
2006-07-08	319000	418363	343000
2006-07-15	321500	377115	318000
2006-07-22	320750	288875	306000
2006-07-29	319500	259974	311000
2006-08-05	313250	275430	318000
2006-08-12	311250	256259	310000
2006-08-19	313500	252357	315000
2006-08-26	314250	251275	314000
2006-09-02	313500	259539	315000
2006-09-09	314500	240231	314000
2006-09-16	316750	267036	324000
2006-09-23	318000	261396	319000
2006-09-30	316500	249288	309000
2006-10-07	317000	307646	316000
2006-10-14	312250	271863	305000
2006-10-21	310750	291372	313000
2006-10-28	315500	301079	328000
2006-11-04	316250	326711	319000
2006-11-11	317750	286151	311000
2006-11-18	321000	367690	326000
2006-11-25	326250	323509	349000
2006-12-02	328250	448898	327000
2006-12-09	328250	384123	311000
2006-12-16	326250	361672	318000
2006-12-23	319750	425357	323000
2006-12-30	323250	499979	341000
2007-01-06	328000	506059	330000
2007-01-13	322500	506709	296000
2007-01-20	325500	367583	335000
2007-01-27	317250	359959	308000
2007-02-03	312250	339018	310000
2007-02-10	322750	363018	338000
2007-02-17	319250	305945	321000
2007-02-24	322750	299000	322000
2007-03-03	325250	320194	320000
2007-03-10	317750	298927	308000
2007-03-17	314750	277187	309000
2007-03-24	310000	273432	303000
2007-03-31	306750	268218	307000
2007-04-07	312750	328266	332000
2007-04-14	317250	317917	327000
2007-04-21	321750	303984	321000
2007-04-28	320250	267672	301000
2007-05-05	312250	274801	300000
2007-05-12	304750	258516	297000
2007-05-19	302000	270446	310000
2007-05-26	304250	273397	310000
2007-06-02	307500	263527	313000
2007-06-09	311500	302368	313000
2007-06-16	314000	290951	320000
2007-06-23	314750	292583	313000
2007-06-30	315750	300348	317000
2007-07-07	317750	417554	321000
2007-07-14	317000	383839	317000
2007-07-21	316250	298366	310000
2007-07-28	313250	257426	305000
2007-08-04	311500	270563	314000
2007-08-11	311250	266420	316000
2007-08-18	314000	257573	321000
2007-08-25	320000	266179	329000
2007-09-01	320000	257454	314000
2007-09-08	321250	245526	321000
2007-09-15	319250	261971	313000
2007-09-22	312500	247643	302000
2007-09-29	313250	255431	317000
2007-10-06	312000	298317	316000
2007-10-13	317500	306519	335000
2007-10-20	325500	307675	334000
2007-10-27	328250	303357	328000
2007-11-03	331000	325831	327000
2007-11-10	330500	351760	333000
2007-11-17	330000	323124	332000
2007-11-24	336000	324047	352000
2007-12-01	340250	462902	344000
2007-12-08	340000	423130	332000
2007-12-15	344500	393042	350000
2007-12-22	345250	456280	355000
2007-12-29	349250	507908	360000
2008-01-05	352750	522700	346000
2008-01-12	345750	547943	322000
2008-01-19	337250	415397	321000
2008-01-26	338750	369498	366000
2008-02-02	339750	380234	350000
2008-02-09	345250	377595	344000
2008-02-16	349750	325886	339000
2008-02-23	346750	330013	354000
2008-03-01	345500	345287	345000
2008-03-08	346500	341364	348000
2008-03-15	354000	335909	369000
2008-03-22	357500	316208	368000
2008-03-29	368000	342189	387000
2008-04-05	369500	357209	354000
2008-04-12	368500	370960	365000
2008-04-19	363750	328334	349000
2008-04-26	359500	337854	370000
2008-05-03	363500	335533	370000
2008-05-10	363750	325479	366000
2008-05-17	368250	319817	367000
2008-05-24	368000	326627	369000
2008-05-31	366000	300989	362000
2008-06-07	370000	373033	382000
2008-06-14	372750	349254	378000
2008-06-21	375750	358158	381000
2008-06-28	383250	368544	392000
2008-07-05	380500	401672	371000
2008-07-12	382250	476071	385000
2008-07-19	387500	403607	402000
2008-07-26	398000	374182	434000
2008-08-02	417250	381887	448000
2008-08-09	428500	372807	430000
2008-08-16	434000	342164	424000
2008-08-23	430750	344255	421000
2008-08-30	429250	360485	442000
2008-09-06	432000	336131	441000
2008-09-13	438250	381720	449000
2008-09-20	453750	397610	483000
2008-09-27	464000	392121	483000
2008-10-04	474250	426786	482000
2008-10-11	477250	454100	461000
2008-10-18	476000	416114	478000
2008-10-25	475250	449429	480000
2008-11-01	477250	466373	490000
2008-11-08	490000	539812	512000
2008-11-15	504500	513047	536000
2008-11-22	517500	609128	532000
2008-11-29	527250	537230	529000
2008-12-06	541750	760481	570000
2008-12-13	549250	629867	566000
2008-12-20	563000	719691	587000
2008-12-27	564000	717000	533000
2009-01-03	547250	731958	503000
2009-01-10	543500	956791	551000
2009-01-17	544500	763987	591000
2009-01-24	557750	620143	586000
2009-01-31	589250	682176	629000
2009-02-07	610750	710152	637000
2009-02-14	621000	619951	632000
2009-02-21	638250	605668	655000
2009-02-28	644000	645827	652000
2009-03-07	649750	652635	660000
2009-03-14	654500	601192	651000
2009-03-21	656000	590067	661000
2009-03-28	659250	599299	665000
2009-04-04	657500	623279	653000
2009-04-11	644500	610522	599000
2009-04-18	639000	596564	639000
2009-04-25	627750	583457	620000
2009-05-02	615000	536648	602000
2009-05-09	621500	570412	625000
2009-05-16	616750	540925	620000
2009-05-23	613250	538311	606000
2009-05-30	614500	500380	607000
2009-06-06	607250	581092	596000
2009-06-13	601000	562449	595000
2009-06-20	601500	572425	608000
2009-06-27	598250	563387	594000
2009-07-04	592500	585963	573000
2009-07-11	580250	677038	546000
2009-07-18	568250	590730	560000
2009-07-25	566500	516351	587000
2009-08-01	562000	470988	555000
2009-08-08	564250	486586	555000
2009-08-15	564750	461780	562000
2009-08-22	558000	460998	560000
2009-08-29	560250	460525	564000
2009-09-05	561000	470079	558000
2009-09-12	556000	414557	542000
2009-09-19	550000	441311	536000
2009-09-26	547500	449620	554000
2009-10-03	541250	456233	533000
2009-10-10	533500	513852	511000
2009-10-17	532250	464985	531000
2009-10-24	526250	499374	530000
2009-10-31	523500	487714	522000
2009-11-07	523750	537230	512000
2009-11-14	517750	479350	507000
2009-11-21	505750	547022	482000
2009-11-28	494000	462090	475000
2009-12-05	490250	673097	497000
2009-12-12	488000	561655	498000
2009-12-19	487250	571378	479000
2009-12-26	485500	561852	468000
2010-01-02	475250	651215	456000
2010-01-09	468000	825891	469000
2010-01-16	475000	659173	507000
2010-01-23	475750	507651	471000
2010-01-30	485750	538617	496000
2010-02-06	485000	512463	466000
2010-02-13	480500	482078	489000
2010-02-20	487750	458160	500000
2010-02-27	485750	474662	488000
2010-03-06	487250	462679	472000
2010-03-13	484500	439061	478000
2010-03-20	477500	413067	472000
2010-03-27	470250	412710	459000
2010-04-03	472000	421130	479000
2010-04-10	472250	514136	479000
2010-04-17	471500	436814	469000
2010-04-24	469000	429196	449000
2010-05-01	462000	399350	451000
2010-05-08	455000	414327	451000
2010-05-15	456250	414572	474000
2010-05-22	459750	410778	463000
2010-05-29	461500	418873	458000
2010-06-05	463500	398864	459000
2010-06-12	461750	448305	467000
2010-06-19	459000	427080	452000
2010-06-26	460500	444712	464000
2010-07-03	459250	470366	454000
2010-07-10	452250	515991	439000
2010-07-17	454750	502065	462000
2010-07-24	455000	413679	465000
2010-07-31	460500	402140	476000
2010-08-07	471500	425471	483000
2010-08-14	477500	405484	486000
2010-08-21	477250	384955	464000
2010-08-28	475000	383135	467000
2010-09-04	467250	381863	452000
2010-09-11	456750	341791	444000
2010-09-18	455500	382341	459000
2010-09-25	453500	372551	459000
2010-10-02	452000	373681	446000
2010-10-09	455750	462667	459000
2010-10-16	452000	394016	444000
2010-10-23	445250	408489	432000
2010-10-30	447000	421097	453000
2010-11-06	440750	452657	434000
2010-11-13	437750	409548	432000
2010-11-20	431500	464817	407000
2010-11-27	426250	412922	432000
2010-12-04	424750	585711	428000
2010-12-11	423000	491776	425000
2010-12-18	427250	495548	424000
2010-12-25	420250	525710	404000
2011-01-01	416500	578904	413000
2011-01-08	418750	773499	434000
2011-01-15	418000	549688	421000
2011-01-22	428500	485950	446000
2011-01-29	430250	464775	420000
2011-02-05	422250	440706	402000
2011-02-12	423250	424400	425000
2011-02-19	410250	380985	394000
2011-02-26	401500	353797	385000
2011-03-05	404500	407299	414000
2011-03-12	399250	371721	404000
2011-03-19	402500	354457	407000
2011-03-26	406000	357457	399000
2011-04-02	401250	353817	395000
2011-04-09	404250	448029	416000
2011-04-16	403000	381834	402000
2011-04-23	408750	387867	422000
2011-04-30	427000	415974	468000
2011-05-07	431750	397737	435000
2011-05-14	434750	361573	414000
2011-05-21	435000	376632	423000
2011-05-28	422500	381497	418000
2011-06-04	419500	366816	423000
2011-06-11	419250	400608	413000
2011-06-18	417500	394286	416000
2011-06-25	418250	406633	421000
2011-07-02	417000	425640	418000
2011-07-09	415750	473963	408000
2011-07-16	416750	470086	420000
2011-07-23	414250	369207	411000
2011-07-30	411250	341103	406000
2011-08-06	410500	354408	405000
2011-08-13	407750	346014	409000
2011-08-20	408750	344870	415000
2011-08-27	409500	336761	409000
2011-09-03	411750	348582	414000
2011-09-10	416750	328868	429000
2011-09-17	418500	353820	422000
2011-09-24	417750	328073	406000
2011-10-01	415500	332394	405000
2011-10-08	410750	405906	410000
2011-10-15	404000	357562	395000
2011-10-22	403250	377156	403000
2011-10-29	401750	369647	399000
2011-11-05	397250	402532	392000
2011-11-12	394250	363016	383000
2011-11-19	389750	440157	385000
2011-11-26	389250	372640	397000
2011-12-03	388000	528793	387000
2011-12-10	384250	435863	368000
2011-12-17	380000	421103	368000
2011-12-24	377250	497689	386000
2011-12-31	374500	540057	376000
2012-01-07	398750	646219	391000
2012-01-14	384500	525422	367000
2012-01-21	378750	416880	381000
2012-01-28	377750	422287	372000
2012-02-04	372000	401365	368000
2012-02-11	370500	365014	361000
2012-02-18	365000	346659	359000
2012-02-25	363250	334242	365000
2012-03-03	365000	368433	375000
2012-03-10	367000	340102	369000
2012-03-17	369250	319498	368000
2012-03-24	368750	323373	363000
2012-03-31	364500	315800	358000
2012-04-07	369000	390064	387000
2012-04-14	372250	370482	381000
2012-04-21	378250	370632	387000
2012-04-28	381750	333476	372000
2012-05-05	378250	341080	373000
2012-05-12	375250	325094	369000
2012-05-19	371250	330427	371000
2012-05-26	373500	346260	381000
2012-06-02	374500	324385	377000
2012-06-09	378000	376610	383000
2012-06-16	381250	364548	384000
2012-06-23	381000	370521	380000
2012-06-30	379750	369826	372000
2012-07-07	374000	442192	360000
2012-07-14	375500	455260	390000
2012-07-21	372500	340780	368000
2012-07-28	372500	312931	372000
2012-08-04	375250	320219	371000
2012-08-11	370000	317680	369000
2012-08-18	372000	311857	376000
2012-08-25	373250	312542	377000
2012-09-01	373250	309537	371000
2012-09-08	379250	299729	393000
2012-09-15	383250	330454	392000
2012-09-22	383250	303685	377000
2012-09-29	384500	301046	376000
2012-10-06	373750	329925	350000
2012-10-13	372250	362730	386000
2012-10-20	371500	345227	374000
2012-10-27	368500	339924	364000
2012-11-03	372250	361823	365000
2012-11-10	387250	478551	446000
2012-11-17	395250	403636	406000
2012-11-24	401250	358865	388000
2012-12-01	403750	500163	375000
2012-12-08	377250	429191	340000
2012-12-15	364750	401431	356000
2012-12-22	358250	457584	362000
2012-12-29	355000	490126	362000
2013-01-05	369750	557424	363000
2013-01-12	363750	558047	344000
2013-01-19	352000	437360	339000
2013-01-26	353000	369567	366000
2013-02-02	352500	388708	361000
2013-02-09	353250	361759	347000
2013-02-16	359000	351087	362000
2013-02-23	353000	310512	342000
2013-03-02	347750	335794	340000
2013-03-09	346750	317661	343000
2013-03-16	342000	301471	343000
2013-03-23	346000	316133	358000
2013-03-30	354750	317494	375000
2013-04-06	358750	356935	359000
2013-04-13	362000	359415	356000
2013-04-20	358250	326264	343000
2013-04-27	347250	301622	331000
2013-05-04	341250	301602	335000
2013-05-11	342250	320253	360000
2013-05-18	342250	303357	343000
2013-05-25	347750	319508	353000
2013-06-01	350500	294608	346000
2013-06-08	344750	332964	337000
2013-06-15	347250	336970	353000
2013-06-22	345750	336901	347000
2013-06-29	344250	335424	340000
2013-07-06	347750	383811	351000
2013-07-13	345500	410974	344000
2013-07-20	347500	340457	355000
2013-07-27	346000	281692	334000
2013-08-03	343000	288861	339000
2013-08-10	338750	282756	327000
2013-08-17	335000	281164	340000
2013-08-24	335500	279803	336000
2013-08-31	332000	269359	325000
2013-09-07	325250	229648	300000
2013-09-14	321000	272946	323000
2013-09-21	315500	255087	314000
2013-09-28	314000	252196	319000
2013-10-05	331000	335937	368000
2013-10-12	342250	360957	368000
2013-10-19	351500	312037	351000
2013-10-26	358500	325326	347000
2013-11-02	352000	331867	342000
2013-11-09	345000	364167	340000
2013-11-16	340000	327053	331000
2013-11-23	332250	369197	316000
2013-11-30	324750	321896	312000
2013-12-07	328250	463413	354000
2013-12-14	336500	414613	364000
2013-12-21	341000	418272	334000
2013-12-28	346000	452664	332000
2014-01-04	338000	488537	322000
2014-01-11	326000	534966	316000
2014-01-18	323500	416116	324000
2014-01-25	326250	357806	343000
2014-02-01	329250	357742	334000
2014-02-08	335250	360338	340000
2014-02-15	337750	322761	334000
2014-02-22	337500	312665	342000
2014-03-01	334250	317832	321000
2014-03-08	330500	302311	325000
2014-03-15	327500	285970	322000
2014-03-22	320500	274072	314000
2014-03-29	323250	294862	332000
2014-04-05	320250	299162	313000
2014-04-12	317250	318793	310000
2014-04-19	321000	299182	329000
2014-04-26	324000	318127	344000
2014-05-03	327000	288748	325000
2014-05-10	325250	270738	303000
2014-05-17	324500	287398	326000
2014-05-24	315000	275412	306000
2014-05-31	312000	264133	313000
2014-06-07	315750	313371	318000
2014-06-14	312750	301195	314000
2014-06-21	315250	305029	316000
2014-06-28	314500	305791	310000
2014-07-05	310750	322753	303000
2014-07-12	308750	370559	306000
2014-07-19	303500	287049	295000
2014-07-26	301750	257625	303000
2014-08-02	299750	247877	295000
2014-08-09	300500	269468	309000
2014-08-16	302250	249463	302000
2014-08-23	301250	249006	299000
2014-08-30	302750	249780	301000
2014-09-06	302000	234755	306000
2014-09-13	298250	242318	287000
2014-09-20	296750	239780	293000
2014-09-27	293750	227571	289000
2014-10-04	290250	257545	292000
2014-10-11	288250	273756	279000
2014-10-18	287500	256166	290000
2014-10-25	287750	271331	290000
2014-11-01	284750	266921	280000
2014-11-08	287500	309338	290000
2014-11-15	288250	286115	293000
2014-11-22	292000	357202	305000
2014-11-29	295000	294389	292000
2014-12-06	294750	389284	289000
2014-12-13	293000	327827	286000
2014-12-20	285500	340827	275000
2014-12-27	284000	389757	286000
2015-01-03	285000	439342	293000
2015-01-10	288750	529685	301000
2015-01-17	294250	383538	297000
2015-01-24	288250	281885	262000
2015-01-31	286750	306643	287000
2015-02-07	286750	324158	301000
2015-02-14	284250	277904	287000
2015-02-21	295250	280639	306000
2015-02-28	303000	315566	318000
2015-03-07	301750	277925	296000
2015-03-14	302750	260242	291000
2015-03-21	297750	248032	286000
2015-03-28	285500	239748	269000
2015-04-04	283250	253533	287000
2015-04-11	284750	308173	297000
2015-04-18	287250	279797	296000
2015-04-25	287000	250780	268000
2015-05-02	282500	236421	269000
2015-05-09	275750	242882	270000
2015-05-16	271250	243612	278000
2015-05-23	274750	253454	282000
2015-05-30	276500	230676	276000
2015-06-06	279000	275619	280000
2015-06-13	276500	258764	268000
2015-06-20	275000	263199	276000
2015-06-27	275250	274646	277000
2015-07-04	278500	303585	293000
2015-07-11	282000	344471	282000
2015-07-18	279250	262949	265000
2015-07-25	276750	230314	267000
2015-08-01	271000	224104	270000
2015-08-08	268750	239326	273000
2015-08-15	271750	229251	277000
2015-08-22	273250	226649	273000
2015-08-29	275250	230079	278000
2015-09-05	274250	232507	269000
2015-09-12	270500	198903	262000
2015-09-19	269000	219342	267000
2015-09-26	267250	215116	271000
2015-10-03	266500	227176	266000
2015-10-10	266750	256522	263000
2015-10-17	266000	232860	264000
2015-10-24	264000	245365	263000
2015-10-31	266000	258440	274000
2015-11-07	268750	291098	274000
2015-11-14	271500	264816	275000
2015-11-21	271000	305424	261000
2015-11-28	269000	262628	266000
2015-12-05	270500	384491	280000
2015-12-12	269000	313276	269000
2015-12-19	268750	319641	260000
2015-12-26	271500	346542	277000
2016-01-02	270000	405368	274000
2016-01-09	272250	502904	278000
2016-01-16	280000	378747	291000
2016-01-23	277500	295936	267000
2016-01-30	281750	311940	291000
2016-02-06	279250	290796	268000
2016-02-13	273500	258380	268000
2016-02-20	274750	248870	272000
2016-02-27	269750	265802	271000
2016-03-05	268000	247628	261000
2016-03-12	267000	236888	264000
2016-03-19	265750	230882	267000
2016-03-26	266500	235716	274000
2016-04-02	270250	245035	276000
2016-04-09	269500	270419	261000
2016-04-16	267000	242400	257000
2016-04-23	263000	245040	258000
2016-04-30	264000	243392	280000
2016-05-07	270750	261899	288000
2016-05-14	276750	244869	281000
2016-05-21	279500	240798	269000
2016-05-28	275750	246740	265000
2016-06-04	270500	232300	267000
2016-06-11	268500	266277	273000
2016-06-18	267000	247968	263000
2016-06-25	267000	263662	265000
2016-07-02	264750	267437	258000
2016-07-09	259750	298673	253000
2016-07-16	259000	268526	260000
2016-07-23	258250	231925	262000
2016-07-30	260500	219202	267000
2016-08-06	263000	231542	263000
2016-08-13	263750	219570	263000
2016-08-20	263750	217011	262000
2016-08-27	262000	215688	260000
2016-09-03	259500	217715	253000
2016-09-10	255750	193291	248000
2016-09-17	252500	205649	249000
2016-09-24	248750	198455	245000
2016-10-01	246750	200456	245000
2016-10-08	246500	238581	247000
2016-10-15	250000	233633	263000
2016-10-22	252500	237314	255000
2016-10-29	257250	245751	264000
2016-11-05	257750	258608	249000
2016-11-12	250750	223770	235000
2016-11-19	249000	287794	248000
2016-11-26	248500	249774	262000
2016-12-03	249250	351580	252000
2016-12-10	253750	305268	253000
2016-12-17	257500	315068	263000
2016-12-24	255500	343213	254000
2016-12-31	252000	350561	238000
2017-01-07	248250	414742	238000
2017-01-14	244250	352799	247000
2017-01-21	243500	284030	251000
2017-01-28	247500	280983	254000
2017-02-04	247250	259713	237000
